880,Archie Aldis Emmerson & family, $2.6 B  ,"  timberland, lumber mills",United States,
881,Hu Baifan, $2.6 B  ,  pharmaceuticals,China,
882,Peter Grogg, $2.6 B  ,  biochemicals,Switzerland,
883,Michael Ashley, $2.6 B  ,  sports retailing,United Kingdom,
884,B. Wayne Hughes, $2.6 B  ,  self storage,United States,
885,John Dorrance III, $2.6 B  ,  Campbell Soup,Ireland,
886,Clifford Asness, $2.6 B  ,  money management,United States,
887,Zygmunt Solorz-Zak, $2.6 B  ,  TV broadcasting,Poland,
888,Geoffrey Kwok, $2.6 B  ,  real estate,Hong Kong,
889,Dan Snyder, $2.6 B  ,  Washington Redskins,United States,
890,Oprah Winfrey, $2.6 B  ,  TV shows,United States,
891,John Henry, $2.6 B  ,  sports,United States,
892,Xue Xiangdong & family, $2.6 B  ,  software,China,
893,Jim Coulter, $2.6 B  ,  private equity,United States,
894,Liu Jincheng & family, $2.6 B  ,  lithium batteries,China,
895,Shum Chiu Hung & family, $2.6 B  ,  real estate,China,
896,Philippe Foriel-Destezet, $2.6 B  ,  employment agency,France,
897,Alejandro Bulgheroni, $2.6 B  ,  oil & gas,Argentina,
898,Vivek Chand Burman, $2.6 B  ,  consumer goods,India,
899,Chris Larsen, $2.6 B  ,  cryptocurrency,United States,
900,Gao Dekang & family, $2.6 B  ,  apparel,China,
901,Herb Simon, $2.6 B  ,  real estate,United States,
902,John Pritzker, $2.6 B  ,"  hotels, investments",United States,
903,Bob Gaglardi, $2.6 B  ,  hotels,Canada,
904,Peter Gilgan, $2.6 B  ,  homebuilding,Canada,
905,Bill Austin, $2.6 B  ,  hearing aids,United States,
906,Zhang Li, $2.6 B  ,  real estate,China,
907,Tian Ming, $2.6 B  ,  measuring instruments,China,
908,Ernest Garcia III, $2.6 B  ,  used cars,United States,
909,Sze Man Bok, $2.5 B  ,  hygiene products,China,
910,Mortimer Zuckerman, $2.5 B  06%,83,"real estate, media",United States
911,Kwek Leng Beng, $2.5 B  ,  diversified,Singapore,
912,Daniel Tsai, $2.5 B  ,  finance,Taiwan,
913,Jean Coutu & family, $2.5 B  ,  drugstores,Canada,
914,Li Shuirong, $2.5 B  ,  petrochemicals,China,
915,Sergio Mantegazza, $2.5 B  ,  travel,Switzerland,
916,Marcos Galperin, $2.5 B  ,  e-commerce,Argentina,
917,Wu Guangming, $2.5 B  ,  medical equipment,China,
918,Pat Stryker, $2.5 B  ,  medical equipment,United States,
919,Luciano Benetton, $2.5 B  ,"  fashion retail, investments",Italy,
919,Giuliana Benetton, $2.5 B  ,"  fashion retail, investments",Italy,
921,Zhang Daocai, $2.5 B  ,  valves,China,
922,Alexander Mamut, $2.5 B  ,  investments,Russia,
923,Alexander Frolov, $2.5 B  ,"  mining, steel",Russia,
924,Charles Zegar, $2.5 B  ,  Bloomberg LP,United States,
925,Li Zhenguo & family, $2.5 B  ,  photovoltaics,China,
926,Brian Acton, $2.5 B  ,  WhatsApp,United States,
927,Richard Peery, $2.5 B  ,  real estate,United States,
928,Hui Lin Chit, $2.5 B  ,  hygiene products,China,
929,Chen Xueli, $2.5 B  ,  pharmaceuticals,China,
930,Luiza Helena Trajano, $2.5 B  ,  retail chain,Brazil,
931,Peter Unger, $2.5 B  ,  auto repair,Germany,
932,Jim Breyer, $2.5 B  ,  venture capital,United States,
933,Cai Dongchen, $2.5 B  ,  pharmaceuticals,China,
934,Forrest Li, $2.5 B  ,  gaming,Singapore,
935,Ron Baron, $2.5 B  ,  money management,United States,
936,Norman Braman, $2.5 B  ,"  art, car dealerships",United States,
937,Tung Chee Hwa, $2.5 B  ,  shipping,Hong Kong,
938,Kwek Leng Kee, $2.5 B  ,  diversified,Singapore,
939,Kurt Krieger, $2.5 B  ,  furniture retailing,Germany,
940,Gustav Magnar Witzoe, $2.5 B  ,  fish farming,Norway,
941,Hortensia Herrero, $2.5 B  ,  supermarkets,Spain,
942,Ronald Wanek, $2.5 B  ,  furniture,United States,
943,Fiona Geminder, $2.5 B  ,  manufacturing,Australia,
944,Joseph Grendys, $2.5 B  ,  poultry processing,United States,
945,Kong Jian Min, $2.4 B  ,  real estate,China,
946,Helmut Sohmen, $2.4 B  ,  shipping,Austria,
947,Paul Gauselmann & family, $2.4 B  ,  gambling,Germany,
948,Liu Ming Hui, $2.4 B  ,  natural gas distribution,China,
949,Yvonne Bauer, $2.4 B  ,  media,Germany,
950,Li Sze Lim, $2.4 B  ,  real estate,Hong Kong,
951,Liang Xinjun, $2.4 B  ,  conglomerate,China,
952,Sun Shoukuan, $2.4 B  ,"  metals, coal",China,
953,C. Dean Metropoulos, $2.4 B  ,  investments,United States,
954,Zhang Xuansong, $2.4 B  ,  supermarkets,China,
955,Jerry Yang, $2.4 B  ,  Yahoo,United States,
956,Michael Ying, $2.4 B  ,  retail,Hong Kong,
957,Martin Lau, $2.4 B  06%,47,e-commerce,Hong Kong
958,Kerry Stokes, $2.4 B  ,"  construction equipment, media",Australia,
959,Alicia Koplowitz, $2.4 B  ,"  construction, investments",Spain,
960,Pan Laican, $2.4 B  ,  soy sauce,China,
961,Viktor Kharitonin, $2.4 B  ,  pharmaceuticals,Russia,
962,Jay Paul, $2.4 B  ,  real estate,United States,
963,Lim Kok Thay, $2.4 B  ,  casinos,Malaysia,
964,Leonard Schleifer, $2.4 B  ,  pharmaceuticals,United States,
965,Farhad Moshiri, $2.4 B  ,  diversified,United Kingdom,
966,Charles Edelstenne, $2.4 B  ,  aviation,France,
967,Katsumi Tada, $2.4 B  ,  real estate,Japan,
968,George Bishop, $2.4 B  ,  oil & gas,United States,
969,Lu Zhiqiang, $2.4 B  ,  real estate,China,
970,Daniel Pritzker, $2.4 B  ,"  hotels, investments",United States,
971,Warren Stephens, $2.4 B  ,  investment banking,United States,
972,Lindsay Fox, $2.4 B  ,"  logistics, real estate",Australia,
973,Brad Kelley, $2.4 B  ,  tobacco,United States,
974,Vijay Shekhar Sharma, $2.4 B  ,  financial technology,India,
975,Ennio Doris & family, $2.3 B  ,  financial services,Italy,
976,Michael Tojner, $2.3 B  ,"  batteries, investments",Austria,
977,Charles Bronfman, $2.3 B  ,  liquor,Canada,
978,Vincent Viola, $2.3 B  ,  electronic trading,United States,
979,Mitchell Goldhar, $2.3 B  ,  real estate,Canada,
980,Ye Chenghai & family, $2.3 B  ,  pharmaceuticals,Hong Kong,
981,Krit Ratanarak, $2.3 B  ,"  media, real estate",Thailand,
982,William Lauder, $2.3 B  ,  Estee Lauder,United States,
983,Dmitry Kamenshchik, $2.3 B  ,  airport,Russia,
984,Lin Ming-hsiung, $2.3 B  ,  supermarkets,Taiwan,
985,Robert Sands, $2.3 B  ,  liquor,United States,
986,Zhou Bajin, $2.3 B  ,  auto parts,China,
987,Otto Philipp Braun, $2.3 B  ,  medical technology,Germany,
988,Peter Thiel, $2.3 B  ,"  Facebook, Palantir",United States,
989,Nguyen Thi Phuong Thao, $2.3 B  ,  airlines,Vietnam,
990,Shin Chang-jae, $2.3 B  ,  insurance,South Korea,
991,Andres Santo Domingo, $2.3 B  ,  beer,United States,
992,Alejandro Santo Domingo, $2.3 B  ,  beer,United States,
993,Joesley Batista, $2.3 B  ,  beef processing,Brazil,
993,Wesley Batista, $2.3 B  ,  beef packing,Brazil,
995,Maximilian Viessmann, $2.3 B  ,  heating and cooling equipment,Germany,
996,Liu Hanyuan, $2.3 B  ,  agribusiness,China,
997,Shen Guojun, $2.3 B  ,  retail,China,
998,James Clark, $2.3 B  ,"  Netscape, investments",United States,
999,Alberto Roemmers, $2.3 B  ,  pharmaceuticals,Argentina,
1000,Andre Esteves, $2.3 B  ,  banking,Brazil,
1001,Li Guoqiang, $2.3 B  ,  auto dealerships,China,
1002,Candido Pinheiro Koren de Lima, $2.3 B  ,"  hospitals, health insurance",Brazil,
1003,Stewart Rahr, $2.3 B  ,  drug distribution,United States,
1004,Stephan Schmidheiny, $2.3 B  ,  investments,Switzerland,
1005,Jean Salata, $2.3 B  ,  finance,Chile,
1006,Ou Zongrong, $2.3 B  ,  real estate,China,
1007,Clayton Mathile, $2.3 B  ,  pet food,United States,
1008,David Walentas, $2.3 B  ,  real estate,United States,
1009,E. Joe Shoen, $2.3 B  ,  U-Haul,United States,
1010,Stefan von Holtzbrinck, $2.3 B  ,  publishing,Germany,
1011,Nick Caporella, $2.3 B  ,  beverages,United States,
1012,Li Ping, $2.3 B  ,  batteries,Hong Kong,
1013,Stephen Bechtel Jr, $2.3 B  ,"  engineering, construction",United States,
1013,Riley Bechtel & family, $2.3 B  ,"  engineering, construction",United States,
1015,Wu Jianshu, $2.3 B  ,  auto parts,Hong Kong,
1016,Kuok Khoon Hong, $2.3 B  ,  palm oil,Singapore,
1017,Scott Lin, $2.3 B  ,  optical components,Taiwan,
1018,Klaus-Peter Schulenberg, $2.3 B  ,  ticketing service,Germany,
1019,Richard Oetker, $2.3 B  ,  consumer goods,Germany,
1019,Carl Ferdinand Oetker, $2.3 B  ,  consumer goods,Germany,
1019,Bergit Douglas, $2.3 B  ,  consumer goods,Germany,
1019,Julia Oetker, $2.3 B  ,  consumer goods,Germany,
1019,August Oetker, $2.3 B  ,  consumer goods,Germany,
1019,Rosely Schweizer, $2.3 B  ,  consumer goods,Germany,
1019,Christian Oetker, $2.3 B  ,  consumer goods,Germany,
1019,Alfred Oetker, $2.3 B  ,  consumer goods,Germany,
1027,Yasseen Mansour, $2.3 B  ,  diversified,Egypt,
1028,Ferit Faik Sahenk, $2.3 B  ,  diversified,Turkey,
1029,Xue Hua, $2.3 B  ,  agribusiness,China,
1030,Lin Yinsun, $2.3 B  ,  agribusiness,China,
1031,Chi Yufeng, $2.2 B  ,  software,China,
1032,Lin Jianhua & family, $2.2 B  ,  solar panel components,China,
1033,Sid Bass, $2.2 B  ,"  oil, investments",United States,
1034,Todd Christopher, $2.2 B  ,  hair care products,United States,
1035,T.Y. Tsai, $2.2 B  ,  finance,Taiwan,
1036,Caroline Hagen Kjos, $2.2 B  ,  conglomerate,Norway,
1037,Ben Chestnut, $2.2 B  ,  email marketing,United States,
1037,Dan Kurzius, $2.2 B  ,  email marketing,United States,
1039,Karin Schick, $2.2 B  ,  information technology,Germany,
1040,Hans Melchers, $2.2 B  ,"  chemicals, investments",Netherlands,
1041,Wu Shaoxun, $2.2 B  ,  wine,China,
1042,Aerin Lauder, $2.2 B  ,  cosmetics,United States,
1043,Bruce Karsh, $2.2 B  ,  private equity,United States,
1044,Zuo Hui, $2.2 B  ,  real estate services,China,
1044,Mao Lixiang & family, $2.2 B  ,  cooking appliances,China,
1046,Hans Sy, $2.2 B  ,  diversified,Philippines,
1047,Arvind Tiku, $2.2 B  ,"  oil & gas, investments",India,
1048,Kavitark Ram Shriram, $2.2 B  ,"  venture capital, Google",United States,
1049,Herbert Sy, $2.2 B  ,  diversified,Philippines,
1050,Jon Yarbrough, $2.2 B  ,  video games,United States,
1051,Urs Wietlisbach, $2.2 B  ,  private equity,Switzerland,
1051,Marcel Erni, $2.2 B  ,  private equity,Switzerland,
1051,Alfred Gantner, $2.2 B  ,  private equity,Switzerland,
1054,Koos Bekker, $2.2 B  ,"  media, investments",South Africa,
1055,Daniel Ek, $2.2 B  ,  Spotify,Sweden,
1056,James Dinan, $2.2 B  ,  hedge funds,United States,
1057,Philippe Ginestet, $2.2 B  ,  retail stores,France,
1058,John Arrillaga, $2.2 B  ,  real estate,United States,
1059,Andrei Bokarev, $2.2 B  ,"  metals, mining",Russia,
1060,Brian Sheth, $2.2 B  ,  investments,United States,
1061,Doris Fisher, $2.2 B  ,  Gap,United States,
1062,Rakesh Gangwal, $2.2 B  ,  airline,United States,
1063,Barry Zekelman, $2.2 B  ,  steel,Canada,
1064,Sandro Veronesi & family, $2.2 B  157%,61,fashion,Italy
1065,Howard Marks, $2.2 B  ,  private equity,United States,
1066,Lai Jianping, $2.2 B  ,  soy sauce,China,
1067,Vinod Khosla, $2.2 B  ,  venture capital,United States,
1068,Huang Zhenda & family, $2.2 B  ,  construction,China,
1069,Shashi & Ravi Ruia, $2.2 B  ,  diversified,India,
1070,Jim Kavanaugh, $2.2 B  ,  IT provider,United States,
1071,Adam Kwok, $2.2 B  ,  real estate,Hong Kong,
1072,Mikhail Gutseriev, $2.2 B  ,"  oil, real estate",Russia,
1073,Ji Qi, $2.2 B  ,"  hotels, motels",China,
1074,Carlo Fidani, $2.2 B  ,  real estate,Canada,
1075,Li Weiwei, $2.2 B  ,  online games,China,
1076,Chuchat Petaumpai & Daonapa Petampai, $2.2 B  ,  motorcycle loans,Thailand,
1077,P.V. Ramprasad Reddy, $2.2 B  ,  pharmaceuticals,India,
1078,Philip & Cristina Green, $2.2 B  ,  fashion retail,United Kingdom,
1079,Tang Yiu, $2.2 B  ,  fashion retail,Hong Kong,
1080,Taha Mikati, $2.2 B  ,  telecom,Lebanon,
1081,Cheng Yixiao, $2.2 B  ,  video streaming app,China,
1082,Tong Jinquan, $2.2 B  ,  real estate,China,
1083,Ravi Jaipuria, $2.2 B  ,  soft drinks,India,
1084,Pan Weiming, $2.2 B  ,  real estate,China,
1085,Stephen Lansdown, $2.2 B  ,  financial services,Guernsey,
1086,Hans-Werner Hector, $2.2 B  ,  SAP,Germany,
1087,Katharina Otto-Bernstein, $2.2 B  ,  real estate,Germany,
1088,Randal J. Kirk, $2.2 B  ,  pharmaceuticals,United States,
1089,Li Gaiteng, $2.2 B  ,  hair dryers,China,
1090,Alessandra Garavoglia, $2.2 B  ,  spirits,Italy,
1091,Yan Zhi, $2.1 B  ,  real estate,China,
1092,Wang Xicheng & family, $2.1 B  ,  tires,China,
1093,David Gottesman, $2.1 B  ,  investments,United States,
1094,Yang Jian, $2.1 B  ,  real estate,China,
1095,Gordon Getty, $2.1 B  ,  Getty Oil,United States,
1096,Najib Mikati, $2.1 B  ,  telecom,Lebanon,
1097,Robert Miller, $2.1 B  ,  electronics components,Canada,
1098,Gilles Martin, $2.1 B  ,  laboratory services,France,
1099,Francesco Gaetano Caltagirone, $2.1 B  ,"  cement, diversified",Italy,
1100,Ren Jianhua, $2.1 B  ,  kitchen appliances,China,
1101,Anand Burman, $2.1 B  ,  consumer goods,India,
1102,Huang Shih Tsai, $2.1 B  ,  real estate,Hong Kong,
1103,Gerald Ford, $2.1 B  10%,76,banking,United States
1104,Ted Turner, $2.1 B  ,  cable television,United States,
1105,Wu Guanjiang, $2.1 B  ,  pharmaceuticals,China,
1106,Remo Ruffini, $2.1 B  ,  winter jackets,Italy,
1107,Jonathan Kwok, $2.1 B  ,  Real Estate,Hong Kong,
1108,Heikki Kyostila, $2.1 B  ,  dental products,Finland,
1109,J. Joe Ricketts & family, $2.1 B  ,  TD Ameritrade,United States,
1110,David Filo, $2.1 B  ,  Yahoo,United States,
1111,Li Yongxin & family, $2.1 B  ,  education,China,
1112,Chen Hua, $2.1 B  ,  real estate,China,
1113,Zhang Xuexin & family, $2.1 B  ,  aluminum,China,
1114,Alexey Repik, $2.1 B  ,  pharmaceuticals,Russia,
1115,Igor Makarov, $2.1 B  ,  investments,Russia,
1116,Henry Laufer, $2.1 B  ,  hedge funds,United States,
1116,Jose Feliciano, $2.1 B  ,  private equity,United States,
1118,Thor Bjorgolfsson, $2.1 B  ,  investments,Iceland,
1119,Lucio Tan, $2.1 B  ,  diversified,Philippines,
1120,Tomasz Biernacki, $2.1 B  ,  supermarkets,Poland,
1121,Phillip T. (Terry) Ragon, $2.1 B  ,  health IT,United States,
1122,Friedrich Knapp, $2.1 B  ,  fashion retail,Germany,
1123,Dmitry Pumpyansky, $2.1 B  ,  steel pipes,Russia,
1124,Michael Jordan, $2.1 B  ,"  Charlotte Hornets, endorsements",United States,
1125,Maria Del Pino y Calvo-Sotelo, $2.1 B  ,  construction,Spain,
1126,Chen Kaixuan, $2.1 B  ,  household chemicals,China,
1127,Shen Wenrong, $2.1 B  ,  steel production,China,
1128,William Young, $2.1 B  ,  plastics,United States,
1129,Hao Hong, $2.1 B  ,  pharmaceuticals,United States,
1130,Julio Ponce Lerou, $2.1 B  ,  fertilizer,Chile,
1131,Rodney Sacks, $2.1 B  ,  energy drinks,United States,
1132,Wang Yanqing & family, $2.1 B  ,  electrical equipment,China,
1133,Donald Trump, $2.1 B  ,  real estate,United States,
1134,Vincent McMahon, $2.1 B  ,  entertainment,United States,
1135,Chen Jinxia, $2.1 B  ,  investments,China,
1136,Christian Latouche, $2.1 B  ,  accounting services,France,
1137,Samir Mehta, $2.1 B  ,"  pharmaceuticals, power",India,
1138,Kjell Inge Rokke, $2.1 B  ,"  shipping, seafood",Norway,
1139,Filiz Sahenk, $2.1 B  ,  diversified,Turkey,
1140,Jeffrey Gundlach, $2.1 B  ,  investments,United States,
1141,Chu Lam Yiu, $2.1 B  ,  flavorings,Hong Kong,
1142,Miriam Baumann-Blocher, $2.1 B  ,  chemicals,Switzerland,
1143,Sudhir Mehta, $2.1 B  ,"  pharmaceuticals, power",India,
1144,He Zhaoxi, $2.1 B  ,  software,China,
1145,N.R. Narayana Murthy, $2.1 B  ,  software services,India,
1146,Yuri Kovalchuk, $2.0 B  ,"  banking, insurance, media",Russia,
1147,Henry Sy Jr, $2.0 B  ,  diversified,Philippines,
1148,Liang Yunchao, $2.0 B  ,  nutritional supplements,China,
1149,Evan Williams, $2.0 B  ,  Twitter,United States,
1150,Abilio dos Santos Diniz, $2.0 B  ,  retail,Brazil,
1151,Li Li, $2.0 B  ,  healthcare,China,
1152,Alec Gores, $2.0 B  ,  private equity,United States,
1153,Li Guangyu, $2.0 B  ,  education,China,
1154,Harley Sy, $2.0 B  ,  diversified,Philippines,
1155,John Armitage, $2.0 B  ,  hedge funds,Ireland,
1156,Amy Wyss, $2.0 B  ,  medical equipment,United States,
1157,S. Daniel Abraham, $2.0 B  ,  Slim-Fast,United States,
1158,Stein Erik Hagen, $2.0 B  ,  consumer goods,Norway,
1159,Rudy Ma, $2.0 B  ,  finance,Taiwan,
1160,Lottie Tham & family, $2.0 B  ,  H&M,Sweden,
1161,David Murdock, $2.0 B  ,"  Dole, real estate",United States,
1162,Geng Jianming, $2.0 B  ,  real estate,China,
1163,Bahaa Hariri, $2.0 B  ,"  real estate, investments",Lebanon,
1164,T. Denny Sanford, $2.0 B  ,"  banking, credit cards",United States,
1165,Lin Chang Su-O, $2.0 B  ,  real estate,Taiwan,
1166,Glenn Dubin, $2.0 B  ,  hedge funds,United States,
1167,Ye Xiaoping, $2.0 B  ,  pharmaceuticals,China,
1168,George Argyros & family, $2.0 B  ,"  real estate, investments",United States,
1169,Keeree Kanjanapas, $2.0 B  ,  transportation,Thailand,
1170,Hamdi Ulukaya, $2.0 B  ,  greek yogurt,Turkey,
1171,Miao Yongjun, $2.0 B  ,  clinical diagnostics,China,
1172,Alexander Svetakov, $2.0 B  ,  real estate,Russia,
1173,John Fisher, $2.0 B  ,  Gap,United States,
1174,Zeng Kaitian, $2.0 B  ,  online games,China,
1175,Chey Tae-won, $2.0 B  ,"  oil, semiconductor",South Korea,
1176,Robert Duggan, $2.0 B  ,  pharmaceuticals,United States,
1177,Kenneth Feld & family, $2.0 B  ,  live entertainment,United States,
1178,Behdad Eghbali, $2.0 B  ,  private equity,United States,
1179,Carol Jenkins Barnett, $2.0 B  ,  Publix supermarkets,United States,
1180,Teresita Sy-Coson, $2.0 B  ,  diversified,Philippines,
1181,Lin Zhixiong & family, $2.0 B  ,  medical devices,China,
1182,Kim Taek-jin, $2.0 B  ,  online games,South Korea,
1183,Husnu Ozyegin, $2.0 B  ,"  finance, diversified",Turkey,
1184,Li Weiguo, $2.0 B  ,  construction materials,China,
1185,Madhukar Parekh, $2.0 B  ,  adhesives,India,
1186,Abdulla Al Futtaim & family, $2.0 B  370%,unknown,"auto dealers, investments",United Arab Emirates
1187,Aneel Bhusri, $2.0 B  ,  business software,United States,
1188,Peter Lim, $2.0 B  ,  investments,Singapore,
1189,Wu Xushun & family, $2.0 B  ,"  internet, auto parts",China,
1190,Thomas Lee, $2.0 B  ,  private equity,United States,
1191,Hilton Schlosberg, $2.0 B  ,  energy drinks,United Kingdom,
1192,Dermot Desmond, $2.0 B  ,  finance,Ireland,
1193,Bernard Fraisse, $2.0 B  ,  pharmaceuticals,France,
1194,Clemens Toennies & family, $2.0 B  ,  meat processing,Germany,
1194,Robert Toennies, $2.0 B  ,  meat processing,Germany,
1196,Michael Federmann & family, $2.0 B  ,"  defense, hotels",Israel,
1197,Chen Tei-fu, $2.0 B  ,  herbal products,Taiwan,
1198,Konstantin Strukov, $2.0 B  ,"  gold, coal mining",Russia,
1199,Wan Long, $2.0 B  ,  food,China,
1200,Gu Yuhua & family, $2.0 B  ,  furniture,China,
1201,John Tyson, $2.0 B  ,  food processing,United States,
1202,Xu Chuanhua & family, $2.0 B  ,"  chemicals, logistics",China,
1203,Linda Pritzker, $2.0 B  ,"  hotels, investments",United States,
1204,Eric Douglas, $2.0 B  ,  investments,Sweden,
1205,Cao Longxiang & family, $2.0 B  ,  pharmaceuticals,China,
1206,Jin Lei, $2.0 B  ,  pharmaceuticals,China,
1207,H. Ross Perot Jr, $2.0 B  ,  real estate,United States,
1208,Mark Coombs, $1.9 B  ,  finance,United Kingdom,
1209,Zhao Weiguo, $1.9 B  ,  IT products,China,
1210,Stanley Hubbard, $1.9 B  ,  DirecTV,United States,
1211,Yusaku Maezawa, $1.9 B  ,  online retail,Japan,
1212,Hoi Kin Hong, $1.9 B  ,  real estate,Macao,
1213,Zhong Shanshan, $1.9 B  ,"  beverages, pharmaceuticals",China,
1214,Timothy Boyle, $1.9 B  ,  Columbia Sportswear,United States,
1215,Senapathy Gopalakrishnan, $1.9 B  ,  software services,India,
1216,Carl Douglas, $1.9 B  ,  investments,Sweden,
1217,Gavril Yushvaev, $1.9 B  ,"  precious metals, real estate",Russia,
1218,Chen Huwen, $1.9 B  ,  stationery,China,
1219,Nicholas Pritzker, $1.9 B  ,"  hotels, investments",United States,
1220,Fong Yun Wah, $1.9 B  ,  real estate,Hong Kong,
1221,Lawrence Ho, $1.9 B  ,  casinos,Hong Kong,
1222,Deng Wen, $1.9 B  ,  flavorings,China,
1223,Sylvia Stroeher, $1.9 B  ,  cosmetics,Germany,
1224,Rakesh Jhunjhunwala, $1.9 B  ,  investments,India,
1225,Zhao Tao, $1.9 B  ,  pharmaceuticals,Singapore,
1226,Vadim Moshkovich, $1.9 B  ,"  agriculture, land",Russia,
1227,Suat Gunsel, $1.9 B  ,"  real estate, education",Cyprus,
1228,Adi Godrej, $1.9 B  ,  consumer goods,India,
1228,Jamshyd Godrej, $1.9 B  ,  consumer goods,India,
1228,Rishad Naoroji, $1.9 B  ,  consumer goods,India,
1228,Smita Crishna-Godrej, $1.9 B  ,  consumer goods,India,
1228,Nadir Godrej, $1.9 B  ,  consumer goods,India,
1233,Lai Jianfa, $1.9 B  ,  express delivery,China,
1234,Gordon Wu, $1.9 B  ,  real estate,Hong Kong,
1235,Georg von Opel, $1.9 B  ,"  real estate, investments",Switzerland,
1236,Maria-Elisabeth Schaeffler-Thumann, $1.9 B  ,  auto parts,Germany,
1237,Lin Zhijun, $1.9 B  ,  medical devices,China,
1238,Bruce Flatt, $1.9 B  ,  money management,Canada,
1239,William Stone, $1.9 B  ,  software,United States,
1240,William Berkley, $1.9 B  7119%,74,insurance,United States
1241,Vincent Lo, $1.9 B  ,  real estate,Hong Kong,
1242,Larry Robbins, $1.9 B  ,  hedge funds,United States,
1243,Edward Bass, $1.9 B  ,"  oil, investments",United States,
1244,Maria Franca Fissolo, $1.9 B  ,"  Nutella, chocolates",Italy,
1245,Somphote Ahunai, $1.9 B  ,  renewable energy,Thailand,
1246,Vinod & Anil Rai Gupta, $1.9 B  ,  electrical equipment,India,
1247,Stephen Rubin, $1.9 B  ,  sports apparel,United Kingdom,
1248,Cho Tak Wong, $1.9 B  ,  auto parts,Hong Kong,
1249,Thomas Kwok, $1.9 B  ,  real estate,Hong Kong,
1250,Jose Luis Cutrale, $1.9 B  ,  orange juice,Brazil,
1251,Jennifer Pritzker, $1.9 B  ,"  hotels, investments",United States,
1252,Jacques D'Amours, $1.9 B  ,  retail,Canada,
1253,Chen Huxiong, $1.9 B  ,  stationery,China,
1254,Dik Wessels, $1.9 B  ,"  construction, engineering",Netherlands,
1255,Reid Hoffman, $1.9 B  ,  LinkedIn,United States,
1256,Bradley Jacobs, $1.9 B  ,  logistics,United States,
1257,Jorge Perez, $1.9 B  ,  real estate,United States,
1258,Clement Fayat & family, $1.9 B  ,  construction,France,
1259,Sergei Gordeev, $1.9 B  ,  real estate,Russia,
1260,Carlos Hank Rhon, $1.9 B  ,  banking,Mexico,
1261,Gudrun Heine, $1.9 B  ,  medical devices,Germany,
1261,Sybill Storz, $1.9 B  ,  medical devices,Germany,
1263,David Wertheim, $1.9 B  ,  Coca Cola Israel,Israel,
1264,Lee Bass, $1.9 B  ,"  oil, investments",United States,
1265,Ray Davis, $1.9 B  ,  pipelines,United States,
1266,Jerzy Starak, $1.9 B  ,  pharmaceuticals,Poland,
1267,Zhang Liaoyuan, $1.9 B  ,  food,China,
1268,Maren Otto, $1.9 B  ,"  retail, real estate",Germany,
1269,Thaksin Shinawatra, $1.9 B  ,  investments,Thailand,
1270,Chen Fashu, $1.9 B  ,  investments,China,
1271,Tony Tan Caktiong & family, $1.9 B  ,  food,Philippines,
1272,Alceu Elias Feldmann, $1.9 B  ,  fertilizer,Brazil,
1273,Harsh Mariwala, $1.9 B  ,  consumer goods,India,
1274,Youssef Mansour, $1.9 B  ,  diversified,Egypt,
1275,Stefan Olsson, $1.9 B  ,  diversified,Sweden,
1276,Martua Sitorus, $1.9 B  ,  palm oil,Indonesia,
1277,Torbjorn Tornqvist, $1.9 B  ,  oil trading,Sweden,
1277,David Nahmad, $1.9 B  ,  art collection,Monaco,
1279,Catherine Lozick, $1.8 B  ,  valve manufacturing,United States,
1280,Alice Schwartz, $1.8 B  ,  biotech,United States,
1281,Jonathan Nelson, $1.8 B  ,  private equity,United States,
1282,Pavel Baudis, $1.8 B  ,  software,Czechia,
1283,Jorge Moll Filho, $1.8 B  ,  hospitals,Brazil,
1284,Wei Ying-Chiao, $1.8 B  ,"  food, beverages",Taiwan,
1285,Wang Chaobin, $1.8 B  ,  real estate,China,
1286,Lee Yin Yee, $1.8 B  ,  glass,China,
1287,Yuri Shefler, $1.8 B  ,  alcohol,Russia,
1288,Jose Roberto Marinho, $1.8 B  ,  media,Brazil,
1289,Joao Roberto Marinho, $1.8 B  ,  media,Brazil,
1290,Chuck Bundrant, $1.8 B  ,  fishing,United States,
1291,Andrey Andreev, $1.8 B  ,  online dating,United Kingdom,
1292,Sun Guangxin, $1.8 B  ,  diversified,China,
1293,David Hains, $1.8 B  ,  Investments,Australia,
1294,Vladimir Bogdanov, $1.8 B  ,  oil,Russia,
1295,Roberto Irineu Marinho, $1.8 B  ,  media,Brazil,
1296,W. Herbert Hunt, $1.8 B  ,  oil,United States,
1297,Todd Wagner, $1.8 B  ,  online media,United States,
1298,Micky Jagtiani, $1.8 B  ,  retail,India,
1299,Huang Qiaoling, $1.8 B  ,  amusement parks,China,
1300,Tomas Olivo Lopez, $1.8 B  ,  shopping centers,Spain,
1301,Liu Zhongtian & family, $1.8 B  ,  aluminum products,China,
1302,Chung Eui-sun, $1.8 B  ,  Hyundai,South Korea,
1303,Luis Frias, $1.8 B  ,  mobile payments,Brazil,
1304,Xiong Wu, $1.8 B  ,  software,China,
1305,Chad Richison, $1.8 B  ,  payroll processing,United States,
1306,Jihan Wu, $1.8 B  ,  cryptocurrency mining chips,China,
1307,Kommer Damen, $1.8 B  ,  shipbuilding,Netherlands,
1308,Vladimir Yevtushenkov, $1.8 B  ,"  telecom, investments",Russia,
1309,Louis Le Duff, $1.8 B  ,  bakeries,France,
